1677;AA027BE;I start to feel hungry.
3436;AA027CA;We can't perform at full strength here. Don't let down your guard.
3460;AA027CB;We can't perform at full strength here. Don't let down your guard.
1595;AA027DA;Stabilizer, condition one.
1627;AA027DB;Stabilizer, condition one.
1649;AA027DC;Stabilizer, condition one.
2048;AA027DD;Stabilizer, condition one.
2414;AA027V;Fight to the end! There is no other way!
3264;AA027W;I don't like them, so I refuse to live with them.
2735;AA027X;Now I've got no one share my heroic stories with.
2037;AA027Y;The Earth belongs to us, not them.
3800;AA027Z;Let's eliminate those enemies hiding in the dark. Follow me.
3791;AA027ZA;Let your eyes get used to the dark. Don't crash into your allies!
1754;AA028AA;Stay alive no matter what.
1393;AA028AB;Stay alive no matter what.
1459;AA028AC;Stay alive no matter what.
1946;AA028BA;I want to eat barbecued meat now.
2283;AA028BB;I want to eat barbecued meat now.
1836;AA028BC;I want to eat barbecued meat now.
2183;AA028BD;I want to eat barbecued meat now.
2249;AA028BE;I want to eat barbecued meat now.
2366;AA028CA;Wing Divers can also fight underground.
2068;AA028CB;Wing Divers can also fight underground.
1363;AA028DA;Aurora Steer, cut.
1531;AA028DB;Aurora Steer, cut.
1458;AA028DC;Aurora Steer, cut.
1531;AA028DD;Aurora Steer, cut.
2989;AA028V;We've been calling the battlefield home ever since that day.
2970;AA028W;Being a soldier is awesome. I sincerely think so.
3249;AA028X;All my friends died. How should I spend my holidays?
2493;AA028Y;This is our planet. I will never give it away.
2571;AA028Z;Cave Adventure. Pretty exciting.
1438;AA028ZA;Let's fly in the cave.
1962;AA029AA;This is a battle we cannot lose.
1695;AA029AB;This is a battle we cannot lose.
1677;AA029AC;This is a battle we cannot lose.
2262;AA029BA;Believe in the headquarters and we will win.
2736;AA029BB;Believe in the headquarters and we will win.
2348;AA029BC;Believe in the headquarters and we will win.
2326;AA029BD;Believe in the headquarters and we will win.
2158;AA029BE;Believe in the headquarters and we will win.
1646;AA029CA;Enjoy flying into the night.
1705;AA029CB;Enjoy flying into the night.
1424;AA029DA;Flight system, all checked.
1578;AA029DB;Flight system, all checked.
1570;AA029DC;Flight system, all checked.
1723;AA029DD;Flight system, all checked.
3302;AA029V;Those aliens should know that coming to this planet is a mistake.
3490;AA029W;It's correct to enlist. I'll take down those things.
3104;AA029X;Now I'm paid double, but I'm not happy at all.
2409;AA029Y;I'm prepared to die. Let's wipe them out.
2589;AA029Z;Work with your partners. Don't get separated.
1879;AA029ZA;Be a bat flying in the cave.
1684;AA030AA;You will win, correct?
1303;AA030AB;You will win, correct?
1418;AA030AC;You will win, correct?
1860;AA030BA;Following the orders can't be wrong.
2120;AA030BB;Following the orders can't be wrong.
1998;AA030BC;Following the orders can't be wrong.
1733;AA030BD;Following the orders can't be wrong.
1725;AA030BE;Following the orders can't be wrong.
1479;AA030CA;Be careful about the altitude.
1603;AA030CB;Be careful about the altitude.
1470;AA030DA;Cruise mode, sustained.
1445;AA030DB;Cruise mode, sustained.
1401;AA030DC;Cruise mode, sustained.
1567;AA030DD;Cruise mode, sustained.
3289;AA030V;I have no family, my comrades are my everything.
1788;AA030W;I'll show those guys some manners.
3868;AA030X;Can you believe it? There are people trying to see if the monsters are edible.
2071;AA030Y;I'm satisfied enough to have made it this far.
3164;AA030ZA;We are the storm team. We must not bring shame on our team.
1690;AA031AA;You get paid to do your job.
1357;AA031AB;You get paid to do your job.
1366;AA031AC;You get paid to do your job.
2458;AA031BA;Our superiors operation plans are perfect.
2836;AA031BB;Our superiors operation plans are perfect.
2445;AA031BC;Our superiors operation plans are perfect.
2809;AA031BD;Our superiors operation plans are perfect.
2848;AA031BE;Our superiors operation plans are perfect.
2674;AA031CA;It's really a rare opportunity to fly in a cave.
2629;AA031CB;It's really a rare opportunity to fly in a cave.
2345;AA031DA;Plasma Drive, low output activated.
2184;AA031DB;Plasma Drive, low output activated.
2125;AA031DC;Plasma Drive, low output activated.
2646;AA031DD;Plasma Drive, low output activated.
3290;AA031V;We have to protect the Earth because there is only one Earth!
2072;AA031W;I'll prove that their ways are wrong.
3734;AA031X;I will kill all aliens. Nothing else matters.
2311;AA031Y;I feel like I'm a hero. Let's do this!
3679;AA031ZA;Only a few wing divers survived. Try your best to stay alive.
1265;AA032AA;Let's reverse the tide.
1150;AA032AB;Let's reverse the tide.
1183;AA032AC;Let's reverse the tide.
3063;AA032BA;If I'd known this would happen I would have done my training seriously.
3731;AA032BB;If I'd known this would happen I would have done my training seriously.
3644;AA032BC;If I'd known this would happen I would have done my training seriously.
3388;AA032BD;If I'd known this would happen I would have done my training seriously.
3694;AA032BE;If I'd known this would happen I would have done my training seriously.
2107;AA032CA;The night flight training is coming in handy.
2067;AA032CB;The night flight training is coming in handy.
1963;AA032DA;Diagnostic system activated.
1827;AA032DB;Diagnostic system activated.
1876;AA032DC;Diagnostic system activated.
2243;AA032DD;Diagnostic system activated.
3495;AA032V;We must believe that we will win. Believe that we will survive.
1970;AA032W;I don't need a plan after promotion.
2031;AA032X;We'll take the fight to their turf one day.
1339;AA032Y;I must fight for my friends.
2675;AA032ZA;Stay close to the enemy. Don't let them get away.
2658;AA033AA;If this operation succeeds, we can change the result.
2695;AA033AB;If this operation succeeds, we can change the result.
2547;AA033AC;If this operation succeeds, we can change the result.
1018;AA033BA;Come back alive.
1039;AA033BB;Come back alive.
955;AA033BC;Come back alive.
1200;AA033BD;Come back alive.
996;AA033BE;Come back alive.
1419;AA033CA;Stay focused while flying.
1560;AA033CB;Stay focused while flying.
1483;AA033DA;Shock absorber, normal.
1507;AA033DB;Shock absorber, normal.
1504;AA033DC;Shock absorber, normal.
1714;AA033DD;Shock absorber, normal.
3515;AA033V;I love this planet! More than those things do!
2670;AA033W;I'm a hero who protects the Earth. I'm proud of that.
3128;AA033X;Let's teach them a lesson. Don't mess with us humans.
2494;AA033Y;I used to like someone, but that person died.
1832;AA033ZA;The sky belongs to us!
1866;AA034AA;A brighter future is waiting for us.
1604;AA034AB;A brighter future is waiting for us.
1739;AA034AC;A brighter future is waiting for us.
1009;AA034BA;Don't go crazy.
1059;AA034BB;Don't go crazy.
1114;AA034BC;Don't go crazy.
1059;AA034BD;Don't go crazy.
1152;AA034BE;Don't go crazy.
1383;AA034CA;Don't fool around when flying!
1661;AA034CB;Don't fool around when flying!
1327;AA034DA;I'll cover you from the sky.
1228;AA034DB;I'll cover you from the sky.
1341;AA034DC;I'll cover you from the sky.
1512;AA034DD;I'll cover you from the sky.
1142;AA034V;Take a deep breath!
3003;AA034W;We have to eliminate our enemy in a planned way.
1121;AA034X;Why did you enlist?
891;AA034Y;Why did you enlist?
2034;AA034ZA;Take our sky back from the aliens.
1755;AA035AA;Even though it's painful you fight.
1696;AA035AB;Even though it's painful you fight.
1765;AA035AC;Even though it's painful you fight.
910;AA035BA;Get fired up.
1035;AA035BB;Get fired up.
1062;AA035BC;Get fired up.
913;AA035BD;Get fired up.
1110;AA035BE;Get fired up.
1389;AA035CA;Fly in the dark like a bat.
1690;AA035CB;Fly in the dark like a bat.
1287;AA035DA;Let's do this together.
1056;AA035DB;Let's do this together.
1200;AA035DC;Let's do this together.
1544;AA035DD;Let's do this together.
3134;AA035V;The underground is also a part of Earth. We must protect it!
3190;AA035W;Everybody died! This is not my plan.
1685;AA035X;Why did you join the EDF?
1397;AA035Y;Why did you join the EDF?
4186;AA035ZA;Even if one man is down, the others must take down the enemy. You hear me?
1145;AA036AA;We can only move on.
1051;AA036AB;We can only move on.
1182;AA036AC;We can only move on.
774;AA036BA;Do your best.
704;AA036BB;Do your best.
797;AA036BC;Do your best.
923;AA036BD;Do your best.
1024;AA036BE;Do your best.
2239;AA036CA;Become a night hawk hovering in dark nights.
2389;AA036CB;Become a night hawk hovering in dark nights.
1227;AA036DA;We'll return alive.
1159;AA036DB;We'll return alive.
1378;AA036DC;We'll return alive.
1477;AA036DD;We'll return alive.
2212;AA036V;Keep going. Don't be afraid of the dark.
1860;AA036W;I'll ruin all of their plans.
1371;AA036X;Why are you willing to fight?
1384;AA036Y;Do you have any reasons to fight?
1737;AA037AA;No retreat, no surrender.
1734;AA037AB;No retreat, no surrender.
1615;AA037AC;No retreat, no surrender.
1523;AA037BA;Be serious sometimes.
1831;AA037BB;Be serious sometimes.
1737;AA037BC;Be serious sometimes.
1434;AA037BD;Be serious sometimes.
1638;AA037BE;Be serious sometimes.
980;AA037DA;Did you gain weight?
837;AA037DB;Did you gain weight?
970;AA037DC;Did you gain weight?
1203;AA037DD;Did you gain weight?
2058;AA037V;Exterminate the enemies underground.
3305;AA037W;My friends were blown away, so I'll blow them away.
947;AA037X;Why are you here?
744;AA037Y;Why are you here?
2816;AA038AA;As they say, it's a winnable battle and we will win.
2750;AA038AB;As they say, it's a winnable battle and we will win.
2965;AA038AC;As they say, it's a winnable battle and we will win.
496;AA038BA;Cover me!
464;AA038BB;Cover me!
495;AA038BC;Cover me!
667;AA038BD;Cover me!
589;AA038BE;Cover me!
3001;AA038DA;I think it's because you've gained weight that you can't fly faster.
2522;AA038DB;I think it's because you've gained weight that you can't fly faster.
2612;AA038DC;I think it's because you've gained weight that you can't fly faster.
3308;AA038DD;I think it's because you've gained weight that you can't fly faster.
2722;AA038V;There are enemies hiding around, stay focused.
1015;AA038W;Why did you enlist?
1186;AA038X;What is your purpose?
790;AA038Y;What's the purpose?
1784;AA039AA;We have good chances, so we'll win.
1776;AA039AB;We have good chances, so we'll win.
1679;AA039AC;We have good chances, so we'll win.
1051;AA039BA;Are you petrified?
979;AA039BB;Are you petrified?
1047;AA039BC;Are you petrified?
1148;AA039BD;Are you petrified?
1190;AA039BE;Are you petrified?
2516;AA039DA;If you want to fly faster, lose some weight.
2289;AA039DB;If you want to fly faster, lose some weight.
2401;AA039DC;If you want to fly faster, lose some weight.
2599;AA039DD;If you want to fly faster, lose some weight.
2388;AA039V;Let's find out the enemies lurking in the dark.
1446;AA039W;Why'd you join the EDF?
1492;AA039X;The tunnel wont collapse right?
1915;AA039Y;It's so dark. Turn up the light.
2260;AA040AA;Think about triumph under all circumstances.
2188;AA040AB;Think about triumph under all circumstances
2341;AA040AC;Think about triumph under all circumstances.
961;AA040BA;Are you shaking?
754;AA040BB;Are you shaking?
956;AA040BC;Are you shaking?
1070;AA040BD;Are you shaking?
953;AA040BE;Are you shaking?
671;AA040DA;How's it going?
731;AA040DB;How's it going?
802;AA040DC;How's it going?
1043;AA040DD;How's it going?
2874;AA040V;Don't just use your eyes, try to feel their presence.
1662;AA040W;Do you have any reasons to fight?
3290;AA040X;I've always wanted to be an explorer. Now my dream has come true.
2458;AA040Y;What've I got myself into? This is nuts!
1916;AA041AA;Keep going don't be afraid of the dark.
1997;AA041AB;Keep going. Don't be afraid of the dark.
2022;AA041AC;Keep going. Don't be afraid of the dark.
1076;AA041BA;I can't fall asleep.
1500;AA041BB;I can't fall asleep.
1384;AA041BC;I can't fall asleep.
1213;AA041BD;I can't fall asleep.
1069;AA041BE;I can't fall asleep.
816;AA041DA;Are you shaking?
688;AA041DB;Are you shaking?
775;AA041DC;Are you shaking?
1038;AA041DD;Are you shaking?
2079;AA041V;Use the radar and not your eyes.
1070;AA041W;Why are you here?
2969;AA041X;I had always wanted to have a secret base like this when I was a kid.
3048;AA041Y;I'm good at walking in narrow spaces, but enough is enough.
1727;AA042AA;EDF is not afraid of the dark.
2215;AA042AB;EDF is not afraid of the dark.
1677;AA042AC;EDF is not afraid of the dark.
1692;AA042BA;Is there someone waiting for you at home?
1514;AA042BB;Is there someone waiting for you at home?
1759;AA042BC;Is there someone waiting for you at home?
1472;AA042BD;Is there someone waiting for you at home?
1662;AA042BE;Is there someone waiting for you at home?
970;AA042DA;Didn't you sleep well?
859;AA042DB;Didn't you sleep well?
975;AA042DC;Didn't you sleep well?
1129;AA042DD;Didn't you sleep well?
1371;AA042V;Proceed carefully.
998;AA042W;What's the purpose?
1112;AA042X;It's not cold inside.
1314;AA042Y;It's so stuffy in here.
2036;AA043AA;Exterminate the enemies underground.
1860;AA043AB;Exterminate the enemies underground.
1893;AA043AC;Exterminate the enemies underground.
903;AA043BA;Do you think we'll win?
1466;AA043BB;Do you think we'll win?
1017;AA043BC;Do you think we'll win?
1169;AA043BD;Do you think we'll win?
1235;AA043BE;Do you think we'll win?
1378;AA043DA;Didn't you sleep well last night?
1376;AA043DB;Didn't you sleep well last night?
1317;AA043DC;Didn't you sleep well last night?
1595;AA043DD;Didn't you sleep well last night?
2189;AA043V;Let's enjoy the cave exploration.
3952;AA043W;Everyone has their weakness, such as fearing dark and narrow places.
2508;AA043X;Isn't there an underground exploration allowance?
1034;AA043Y;Let's take a deep breath.
2323;AA044AA;We must annihilate all enemies underground.
2129;AA044AB;We must annihilate all enemies underground.
2221;AA044AC;We must annihilate all enemies underground.
845;AA044BA;Do you need support?
884;AA044BB;Do you need support?
945;AA044BC;Do you need support?
950;AA044BD;Do you need support?
1024;AA044BE;Do you need support?
1201;AA044DA;Are you mentally prepared?
978;AA044DB;Are you mentally prepared?
1308;AA044DC;Are you mentally prepared?
1307;AA044DD;Are you mentally prepared?
3059;AA044V;Take it easy! Your eyes will get used to the dark.
1391;AA044W;The pressure is killing me.
2342;AA044X;We are underground explorers, hooray!
2501;AA045AA;There's enemies hiding around, stay focused.
2309;AA045AB;There's enemies hiding around, stay focused.
2369;AA045AC;There's enemies hiding around, stay focused.
1592;AA045BA;Let's see who kills the most enemies.
2084;AA045BB;Let's see who kills the most enemies.
1866;AA045BC;Let's see who kills the most enemies.
1953;AA045BD;Let's see who kills the most enemies.
1816;AA045BE;Let's see who kills the most enemies.
1076;AA045DA;Did you call your family?
1029;AA045DB;Did you call your family?
1150;AA045DC;Did you call your family?
1322;AA045DD;Did you call your family?
3078;AA045V;Be careful not to accidentally shoot one of us in the dark.
2517;AA045W;This place itself is more terrifying than the enemy.
4110;AA045X;We came underground to take out the aliens. Why did it turn out like this?
1641;AA046AA;Let's find our enemies in the dark.
1540;AA046AB;Let's find our enemies in the dark.
1577;AA046AC;Let's find our enemies in the dark.
1436;AA046BA;I was a cook before I enlisted.
1761;AA046BB;I was a cook before I enlisted.
1797;AA046BC;I was a cook before I enlisted.
1627;AA046BD;I was a cook before I enlisted.
1534;AA046BE;I was a cook before I enlisted.
1768;AA046DA;Have you been able to contact your family?
1686;AA046DB;Have you been able to contact your family?
1688;AA046DC;Have you been able to contact your family?
2134;AA046DD;Have you been able to contact your family?
2719;AA046V;I will bring you back to the ground. No worries.
3481;AA046W;Even in a place like this I won't say anything discouraging.
1287;AA047AA;Are you scared of the dark?
1214;AA047AB;Are you scared of the dark?
1068;AA047AC;Are you scared of the dark?
2050;AA047BA;I can make the best dishes in the world.
2562;AA047BB;I can make the best dishes in the world.
2189;AA047BC;I can make the best dishes in the world.
2076;AA047BD;I can make the best dishes in the world.
1806;AA047BE;I can make the best dishes in the world.
1518;AA047DA;There is someone I'm interested in.
1545;AA047DB;There is someone I'm interested in.
1498;AA047DC;There is someone I'm interested in.
2104;AA047DD;There is someone I'm interested in.
1277;AA047V;Don't get separated!
1952;AA047W;Take a deep breath, stay calm.
2706;AA048AA;Don't just use your eyes, feel the enemies.
2409;AA048AB;Don't just use your eyes, feel the enemies.
2295;AA048AC;Don't just use your eyes, feel the enemies.
1427;AA048BA;No one can beat me in poker.
1654;AA048BB;No one can beat me in poker.
1439;AA048BC;No one can beat me in poker.
1817;AA048BD;No one can beat me in poker.
1554;AA048BE;No one can beat me in poker.
1274;AA048DA;Is there someone you like?
1090;AA048DB;Is there someone you like?
1074;AA048DC;Is there someone you like?
1329;AA048DD;Is there someone you like?
2307;AA048V;Always check on your partners positions.
1674;AA049AA;Use the radar not your eyes.
1840;AA049AB;Use the radar and not your eyes.
1704;AA049AC;Use the radar and not your eyes.
1456;AA049BA;I'm a gambling genius.
2305;AA049BB;I'm a gambling genius.
1888;AA049BC;I'm a gambling genius.
1812;AA049BD;I'm a gambling genius.
1374;AA049BE;I'm a gambling genius.
2058;AA049DA;I used to be the best pilot in the world.
2132;AA049DB;I used to be the best pilot in the world.
2261;AA049DC;I used to be the best pilot in the world.
2616;AA049DD;I used to be the best pilot in the world.
838;AA050AA;Go carefully.
710;AA050AB;Go carefully.
722;AA050AC;Go carefully.
1749;AA050BA;I'm more courageous than anyone else.
2401;AA050BB;I'm more courageous than anyone else.
2070;AA050BC;I'm more courageous than anyone else.
2415;AA050BD;I'm more courageous than anyone else.
2448;AA050BE;I'm more courageous than anyone else.
2565;AA050DA;For a soldier the most important thing is the brain.
2578;AA050DB;For a soldier the most important thing is the brain.
3260;AA050DC;For a soldier the most important thing is the brain.
2990;AA050DD;For a soldier the most important thing is the brain.
1769;AA051AA;Let's enjoy the cave exploration.
1659;AA051AB;Let's enjoy the cave exploration.
1559;AA051AC;Let's enjoy the cave exploration.
1418;AA051BA;I'm the best singer.
1554;AA051BB;I'm the best singer.
2063;AA051BC;I'm the best singer.
1523;AA051BD;I'm the best singer.
1430;AA051BE;I'm the best singer.
1416;AA051DA;I have a smart brain.
1338;AA051DB;I have a smart brain.
1165;AA051DC;I have a smart brain.
1450;AA051DD;I have a smart brain.
1538;AA052AA;Calm down, no danger.
1649;AA052AB;Calm down, no danger.
1615;AA052AC;Calm down, no danger.
1348;AA052BA;Getting used to pulling the trigger?
1390;AA052BB;Getting used to pulling the trigger?
1611;AA052BC;Getting used to pulling the trigger?
1501;AA052BD;Getting used to pulling the trigger?
1413;AA052BE;Getting used to pulling the trigger?
2505;AA052DA;Don't judge me by my looks, I have a degree.
2843;AA052DB;Don't judge me by my looks, I have a degree.
2895;AA052DC;Don't judge me by my looks, I have a degree.
2504;AA052DD;Don't judge me by my looks, I have a degree.
2391;AA053AA;Take it easy. Your eyes will get used to the dark.
2335;AA053AB;Take it easy. Your eyes will get used to the dark.
2458;AA053AC;Take it easy. Your eyes will get used to the dark.
1874;AA053BA;Have you ever wondered why this would happen?
2048;AA053BB;Have you ever wondered why this would happen?
1658;AA053BC;Have you ever wondered why this would happen?
1988;AA053BD;Have you ever wondered why this would happen?
1829;AA053BE;Have you ever wondered why this would happen?
1533;AA053DA;That guy keeps looking at me.
1597;AA053DB;That guy keeps looking at me.
1413;AA053DC;That guy keeps looking at me.
1687;AA053DD;That guy keeps looking at me.
2491;AA054AA;Be careful not to accidentally shoot one of us in the dark.
2696;AA054AB;Be careful not to accidentally shoot one of us in the dark.
2462;AA054AC;Be careful not to accidentally shoot one of us in the dark.
3110;AA054BA;You didn't expect to do such a cool thing as protecting the Earth did you?
3590;AA054BB;You didn't expect to do such a cool thing as protecting the Earth did you?
3363;AA054BC;You didn't expect to do such a cool thing as protecting the Earth did you?
3320;AA054BD;You didn't expect to do such a cool thing as protecting the Earth did you?
3207;AA054BE;You didn't expect to do such a cool thing as protecting the Earth, did you?
1922;AA054DA;Beauty is a sin indeed.
1935;AA054DB;Beauty is a sin indeed.
1673;AA054DC;Beauty is a sin indeed.
2031;AA054DD;Beauty is a sin indeed.
2179;AA055AA;I will bring you back to the ground. No worries.
2084;AA055AB;I will bring you back to the ground. No worries.
2498;AA055AC;I will bring you back to the ground. No worries.
2070;AA055BA;I'll buy you a nice meal if we come back alive.
2582;AA055BB;I'll buy you a nice meal if we come back alive.
2739;AA055BC;I'll buy you a nice meal if we come back alive.
2530;AA055BD;I'll buy you a nice meal if we come back alive.
2416;AA055BE;I'll buy you a nice meal if we come back alive.
3295;AA055DA;A pilot who is too beautiful to look at? That's me.
3147;AA055DB;A pilot who is too beautiful to look at? That's me.
4170;AA055DC;A pilot who is too beautiful to look at? That's me.
3309;AA055DD;A pilot who is too beautiful to look at? That's me.
1074;AA056AA;Don't get separated.
958;AA056AB;Don't get separated.
956;AA056AC;Don't get separated.
2073;AA056BA;I'll treat you to a thickly cut steak.
2364;AA056BB;I'll treat you to a thickly cut steak.
2230;AA056BC;I'll treat you to a thickly cut steak.
2081;AA056BD;I'll treat you to a thickly cut steak.
2032;AA056BE;I'll treat you to a thickly cut steak.
1176;AA056DA;I hate idiots.
1270;AA056DB;I hate idiots.
1143;AA056DC;I hate idiots.
1533;AA056DD;I hate idiots.
1961;AA057AA;Always check on your partner's positions.
1985;AA057AB;Always check on your partner's positions.
1905;AA057AC;Always check on your partner's positions.
1479;AA057BA;I'll give you something good later.
1356;AA057BB;I'll give you something good later.
1638;AA057BC;I'll give you something good later.
1535;AA057BD;I'll give you something good later.
1515;AA057BE;I'll give you something good later.
1727;AA057DA;I don't dislike idiots.
1749;AA057DB;I don't dislike idiots.
1560;AA057DC;I don't dislike idiots.
1882;AA057DD;I don't dislike idiots.
2546;AA058AA;Stick together, you're screwed if you get separated.
2308;AA058AB;Stick together, you're screwed if you get separated.
2612;AA058AC;Stick together, You're screwed if you get separated.
1394;AA058BA;Let's hang out tonight everyone.
1394;AA058BB;Let's hang out tonight everyone.
1526;AA058BC;Let's hang out tonight everyone.
1384;AA058BD;Let's hang out tonight everyone.
1475;AA058BE;Let's hang out tonight everyone.
1090;AA058DA;Why did you enlist?
1090;AA058DB;Why did you enlist?
1070;AA058DC;Why did you enlist?
1231;AA058DD;Why did you enlist?
1228;AA059AA;What a huge cave.
1065;AA059AB;What a huge cave.
1165;AA059AC;What a huge cave.
1980;AA059BA;Are you a soy sauce or ketchup person?
2196;AA059BB;Are you a soy sauce or ketchup person?
2011;AA059BC;Are you a soy sauce or ketchup person?
2358;AA059BD;Are you a soy sauce or ketchup person?
2090;AA059BE;Are you a soy sauce or ketchup person?
1480;AA059DA;Why did you join the EDF?
1485;AA059DB;Why did you join the EDF?
1335;AA059DC;Why did you join the EDF?
1663;AA059DD;Why did you join the EDF?
2098;AA060AA;Show them what heavy gunfire is.
1923;AA060AB;Show them what heavy gunfire is.
2047;AA060AC;Show them what heavy gunfire is.
1715;AA060BA;This is not a game, you got that?
2140;AA060BB;This is not a game, you got that?
1716;AA060BC;This is not a game, you got that?
2189;AA060BD;This is not a game, you got that?
1693;AA060BE;This is not a game, you got that?
1943;AA060DA;What's the reason you joined the EDF?
1933;AA060DB;What's the reason you joined the EDF?
1590;AA060DC;What's the reason you joined the EDF?
2120;AA060DD;What's the reason you joined the ADF?
2033;AA061AA;Show them the power of heavy weapons.
2087;AA061AB;Show them the power of heavy weapons.
1894;AA061AC;Show them the power of heavy weapons.
2378;AA061BA;It's too dangerous. Do you still want to fight?
2738;AA061BB;It's too dangerous. Do you still want to fight?
2474;AA061BC;It's too dangerous. Do you still want to fight?
2343;AA061BD;It's too dangerous. Do you still want to fight?
2619;AA061BE;It's too dangerous. Do you still want to fight?
1470;AA061DA;Why would you become a pilot?
1318;AA061DB;Why would you become a pilot?
1106;AA061DC;Why would you become a pilot?
1716;AA061DD;Why would you become a pilot?
1809;AA062AA;Don't lose to infantry, got that?
1926;AA062AB;Don't lose to infantry, got that?
1746;AA062AC;Don't lose to infantry, got that?
1519;AA062BA;Want to play a word chain game?
1322;AA062BB;Want to play a word chain game?
1819;AA062BC;Want to play a word chain game?
1660;AA062BD;Want to play a word chain game?
1550;AA062BE;Want to play a word chain game?
846;AA062DA;Why are you here?
936;AA062DB;Why are you here?
930;AA062DC;Why are you here?
1148;AA062DD;Why are you here?
1204;AA063AA;We are the strongest!
1214;AA063AB;We are the strongest!
1181;AA063AC;We are the strongest!
1212;AA063BA;How about singing a song?
1157;AA063BB;How about singing a song?
1644;AA063BC;How about singing a song?
1400;AA063BD;How about singing a song?
1507;AA063BE;How about singing a song?
1744;AA063DA;Why would people like you...
1423;AA063DB;Why would people like you...
2209;AA063DC;Why would people like you...
2130;AA063DD;Why would people like you...
1332;AA064AA;Fencers are invincible!
1574;AA064AB;Fencers are invincible!
1431;AA064AC;Fencers are invincible!
916;AA064BA;Why did you enlist?
1048;AA064BB;Why did you enlist?
1066;AA064BC;Why did you enlist?
1121;AA064BD;Why did you enlist?
1058;AA064BE;Why did you enlist?
1398;AA064DA;Why did you choose to fly?
1391;AA064DB;Why did you choose to fly?
1219;AA064DC;Why did you choose to fly?
1768;AA064DD;Why did you choose to fly?
1567;AA065AA;We have defeated all enemies.
1537;AA065AB;We have defeated all enemies.
1626;AA065AC;We've defeated all the enemies!
1344;AA065BA;Why'd you join the EDF?
1403;AA065BB;Why did you join the EDF?
1883;AA065BC;Why did you join the EDF?
1683;AA065BD;Why did you join the EDF?
1633;AA065BE;Why did you join the EDF?
2921;AA065DA;This job is dangerous. What keeps you from leaving?
2781;AA065DB;This job is dangerous. What keeps you from leaving?
3552;AA065DC;This job is dangerous. What keeps you from leaving?
3205;AA065DD;This job is dangerous. What keeps you from leaving?
1611;AA066AA;Don't let Rangers beat us to it.
1619;AA066AB;Don't let Rangers beat us to it.
1474;AA066AC;Don't let Rangers beat us to it.
1560;AA066BA;Do you have any reasons to fight?
1542;AA066BB;Do you have any reasons to fight?
1354;AA066BC;Do you have any reasons to fight?
1732;AA066BD;Do you have any reasons to fight?
1572;AA066BE;Do you have any reasons to fight?
1671;AA066DA;What are the reasons exactly?
1407;AA066DB;What are the reasons exactly?
1295;AA066DC;What are the reasons exactly?
1751;AA066DD;What are the reasons exactly?
3260;AA067AA;Our weapons rival panzers. There's nothing to be afraid of.
3231;AA067AB;Our weapons rival panzers. There's nothing to be afraid of.
3432;AA067AC;Our weapons rival panzers. There's nothing to be afraid of.
823;AA067BA;Why are you here?
968;AA067BB;Why are you here?
1116;AA067BC;Why are you here?
992;AA067BD;Why are you here?
910;AA067BE;Why are you here?
880;AA067DA;What's your purpose?
994;AA067DB;What's your purpose?
1007;AA067DC;What's your purpose?
1270;AA067DD;What's your purpose?
3615;AA068AA;No infantry has such powerful fire ever!
2526;AA068AB;No infantry has such powerful fire ever!
2352;AA068AC;No infantry has such powerful fire ever!
1388;AA068BA;Why did you take a mission like this?
1887;AA068BB;Why did you take a mission like this?
1720;AA068BC;Why did you take a mission like this?
1984;AA068BD;Why did you take a mission like this?
1780;AA068BE;Why did you take a mission like this?
1891;AA068DA;Why did you quit being a civilian pilot?
1963;AA068DB;Why did you quit being a civilian pilot?
1832;AA068DC;Why did you quit being a civilian pilot?
2207;AA068DD;Why did you quit being a civilian pilot?
2230;AA069AA;Believe in powered exoskeletons.
1824;AA069AB;Believe in powered exoskeletons.
1860;AA069AC;Believe in powered exoskeletons!
638;AA069BA;Do you regret?
790;AA069BB;Do you regret?
904;AA069BC;Do you regret?
990;AA069BD;Do you regret?
715;AA069BE;Do you regret?
1769;AA069DA;We can barely fly underground.
1783;AA069DB;We can barely fly underground.
1649;AA069DC;We can barely fly underground.
2004;AA069DD;We can barely fly underground.
1931;AA070BA;What do you add to your sunny side up eggs?
2362;AA070BB;What do you add to your sunny side up eggs?
2530;AA070BC;What do you add to your sunny side up eggs?
2276;AA070BD;What do you add to your sunny side up eggs?
2308;AA070BE;What do you add to your sunny side up eggs?
2138;AA070DA;I can still fly even if we're underground.
2179;AA070DB;I can still fly even if we're underground.
2195;AA070DC;I can still fly even if we're underground.
2474;AA070DD;I can still fly even if we're underground.
1055;AA071BA;What's your purpose?
1324;AA071BB;What's your purpose?
1279;AA071BC;What's your purpose?
1232;AA071BD;What's your purpose?
1008;AA071BE;What's your purpose?
2680;AA071DA;Wing Divers are not suited for underground battles.
2651;AA071DB;Wing Divers are not suited for underground battles.
2317;AA071DC;Wing Divers are not suited for underground battles.
2770;AA071DD;Wing Divers are not suited for underground battles.
1075;AA072BA;How is this happening?
1327;AA072BB;How is this happening?
1378;AA072BC;How is this happening?
1332;AA072BD;How is this happening?
1198;AA072BE;How is this happening?
1924;AA072DA;Can't believe we need to fly underground.
1868;AA072DB;Can't believe we need to fly underground.
1902;AA072DC;Can't believe we need to fly underground.
2365;AA072DD;Can't believe we need to fly underground.
854;AA073BA;It's so dark.
1214;AA073BB;It's so dark.
973;AA073BC;It's so dark.
1287;AA073BD;It's so dark.
